,St_01,St_02,St_03,St_04,St_05,St_06,St_07,St_08,St_09,St_10,St_11,St_12,St_13,St_14,St_15,St_16,St_17,St_18
801.5,178.71,173.13,172.16,171.36,172.9,173.97,173.55,178.41,178.67,178.39,187.39,193.16,,,,,,
802.5,178.61,173.2,172.19,171.37,172.96,173.98,173.52,178.7,178.61,178.34,187.47,193.3,,,,,,
803.5,178.49,173.3,172.22,171.39,173.02,174,173.5,178.97,178.6,178.31,187.55,193.44,,,,,,
804.5,178.36,173.45,172.28,171.43,173.06,174.03,173.48,179.2,178.63,178.3,187.61,193.59,,,,,,
805.5,178.24,173.62,172.38,171.48,173.06,174.07,173.42,179.37,178.69,178.3,187.65,193.74,,,,,,
806.5,178.1,173.79,172.52,171.6,173.04,174.1,173.35,179.49,178.79,178.31,187.66,193.9,,,,,,
807.5,177.96,173.96,172.69,171.77,173.01,174.13,173.27,179.55,178.91,178.33,187.66,194.05,,,,,,
808.4,177.82,174.11,172.87,172,172.98,174.15,173.22,179.56,179.04,178.35,187.66,194.2,,,,,,
809.4,177.68,174.24,173.04,172.25,172.96,174.17,173.2,179.53,179.18,178.39,187.65,194.36,,,,,,
810.4,177.59,174.34,173.19,172.5,172.94,174.19,173.21,179.46,179.35,178.44,187.64,194.51,,,,,,
811.4,177.55,174.42,173.31,172.73,172.91,174.2,173.25,179.37,179.54,178.49,187.63,194.65,,,,,,
812.4,177.55,174.49,173.42,172.94,172.84,174.19,173.31,179.26,179.74,178.53,187.63,194.79,,,,,,
813.4,177.57,174.52,173.53,173.13,172.75,174.16,173.36,179.15,179.95,178.55,187.63,194.92,,,,,,
814.4,177.61,174.52,173.64,173.31,172.65,174.12,173.4,179.04,180.15,178.55,187.62,195.04,,,,,,
815.4,177.65,174.49,173.75,173.48,172.57,174.08,173.42,178.94,180.32,178.54,187.62,195.14,,,,,,
816.4,177.69,174.43,173.84,173.65,172.51,174.05,173.46,178.87,180.47,178.52,187.62,195.23,,,,,,
817.3,177.74,174.35,173.91,173.79,172.47,174.03,173.53,178.8,180.6,178.5,187.64,195.31,,,,,,
818.3,177.81,174.27,173.97,173.9,172.45,174,173.61,178.76,180.71,178.49,187.66,195.37,,,,,,
819.3,177.89,174.18,174.03,173.97,172.44,173.98,173.69,178.73,180.8,178.5,187.69,195.44,,,,,,
820.3,177.97,174.11,174.09,174.03,172.42,173.95,173.76,178.71,180.88,178.52,187.72,195.49,,,,,,
821.3,178.04,174.04,174.15,174.08,172.39,173.92,173.79,178.7,180.95,178.53,187.75,195.54,,,,,,
822.3,178.09,173.98,174.21,174.12,172.36,173.89,173.79,178.68,181,178.53,187.76,195.58,,,,,,
823.3,178.11,173.92,174.27,174.17,172.35,173.89,173.76,178.67,181.04,178.53,187.78,195.62,,,,,,
824.3,178.09,173.85,174.34,174.22,172.36,173.89,173.73,178.65,181.05,178.53,187.79,195.65,,,,,,
825.3,178.04,173.79,174.4,174.27,172.39,173.9,173.72,178.63,181.06,178.56,187.81,195.68,,,,,,
826.2,177.97,173.74,174.45,174.32,172.45,173.91,173.73,178.61,181.05,178.6,187.83,195.7,,,,,,
827.2,177.88,173.71,174.5,174.36,172.5,173.9,173.75,178.58,181.04,178.66,187.85,195.73,,,,,,
828.2,177.77,173.7,174.54,174.39,172.55,173.88,173.75,178.56,181.02,178.73,187.86,195.76,,,,,,
829.2,177.67,173.69,174.57,174.43,172.57,173.85,173.72,178.53,181,178.8,187.87,195.78,,,,,,
830.2,177.55,173.69,174.6,174.46,172.59,173.84,173.68,178.5,180.96,178.86,187.87,195.79,,,,,,
831.2,177.43,173.69,174.63,174.5,172.62,173.83,173.66,178.45,180.92,178.93,187.86,195.8,,,,,,
832.2,177.3,173.69,174.67,174.55,172.66,173.82,173.66,178.38,180.87,179.04,187.86,195.8,,,,,,
833.2,177.16,173.71,174.71,174.59,172.72,173.79,173.71,178.28,180.81,179.17,187.86,195.8,,,,,,
834.2,177.01,173.74,174.74,174.62,172.77,173.75,173.79,178.15,180.75,179.33,187.86,195.8,,,,,,
835.1,176.88,173.77,174.78,174.63,172.81,173.7,173.89,178.02,180.7,179.49,187.86,195.81,,,,,,
836.1,176.78,173.8,174.83,174.63,172.81,173.66,173.98,177.88,180.64,179.65,187.85,195.82,,,,,,
837.1,176.72,173.82,174.89,174.62,172.79,173.63,174.04,177.74,180.59,179.82,187.83,195.82,,,,,,
838.1,176.68,173.82,174.96,174.6,172.76,173.63,174.07,177.59,180.55,179.98,187.79,195.82,,,,,,
839.1,176.65,173.8,175.04,174.58,172.74,173.64,174.11,177.44,180.51,180.12,187.74,195.82,,,,,,
840.1,176.6,173.78,175.1,174.55,172.73,173.66,174.16,177.28,180.49,180.25,187.69,195.82,,,,,,
841.1,176.55,173.76,175.15,174.51,172.72,173.68,174.21,177.13,180.47,180.36,187.63,195.82,,,,,,
842.1,176.5,173.72,175.17,174.45,172.69,173.69,174.27,177.02,180.45,180.44,187.56,195.83,,,,,,
843.1,176.44,173.68,175.16,174.37,172.65,173.72,174.32,176.96,180.44,180.48,187.47,195.83,,,,,,
844,176.41,173.63,175.14,174.31,172.6,173.76,174.36,176.97,180.42,180.49,187.36,195.84,,,,,,
845,176.39,173.57,175.12,174.26,172.57,173.82,174.36,177.02,180.39,180.48,187.23,195.84,,,,,,
846,176.38,173.51,175.08,174.24,172.55,173.9,174.34,177.11,180.35,180.45,187.09,195.84,,,,,,
847,176.36,173.47,175.03,174.25,172.55,173.96,174.31,177.23,180.31,180.4,186.93,195.84,,,,,,
848,176.34,173.45,174.96,174.26,172.54,174.01,174.3,177.36,180.27,180.35,186.77,195.84,,,,,,
849,176.31,173.45,174.88,174.29,172.53,174.03,174.31,177.51,180.23,180.28,186.6,195.85,,,,,,
850,176.3,173.45,174.79,174.32,172.5,174.03,174.35,177.67,180.19,180.24,186.43,195.86,,,,,,
851,176.3,173.45,174.74,174.38,172.46,174.02,174.4,177.85,180.16,180.23,186.25,195.88,,,,,,
852,176.32,173.45,174.73,174.45,172.44,174.01,174.45,178.03,180.12,180.23,186.06,195.9,,,,,,
852.9,176.35,173.43,174.76,174.55,172.45,174.01,174.48,178.21,180.09,180.26,185.88,195.91,,,,,,
853.9,176.39,173.42,174.82,174.66,172.46,174,174.5,178.35,180.07,180.29,185.71,195.93,,,,,,
854.9,176.42,173.41,174.9,174.77,172.47,173.97,174.52,178.48,180.05,180.33,185.55,195.96,,,,,,
855.9,176.45,173.39,174.98,174.86,172.46,173.92,174.56,178.57,180.04,180.35,185.4,195.98,,,,,,
856.9,176.45,173.36,175.08,174.93,172.43,173.86,174.64,178.65,180.04,180.37,185.26,196,,,,,,
857.9,176.45,173.32,175.2,174.97,172.4,173.8,174.75,178.71,180.05,180.36,185.13,196.02,,,,,,
858.9,176.43,173.27,175.32,174.99,172.4,173.76,174.86,178.76,180.07,180.34,185.03,196.04,,,,,,
859.9,176.41,173.21,175.45,175.01,172.43,173.74,174.97,178.81,180.09,180.31,184.94,196.05,,,,,,
860.8,176.37,173.15,175.57,175.02,172.49,173.73,175.07,178.86,180.11,180.24,184.85,196.06,,,,,,
861.8,176.32,173.12,175.68,175.02,172.56,173.72,175.15,178.9,180.13,180.14,184.78,196.07,,,,,,
862.8,176.25,173.11,175.77,174.99,172.62,173.69,175.21,178.93,180.15,180.01,184.72,196.08,,,,,,
863.8,176.17,173.12,175.84,174.95,172.67,173.67,175.27,178.96,180.17,179.87,184.66,196.08,,,,,,
864.8,176.09,173.13,175.89,174.88,172.71,173.66,175.33,178.97,180.2,179.71,184.61,196.08,,,,,,
865.8,176.02,173.15,175.93,174.81,172.78,173.67,175.37,178.98,180.24,179.55,184.55,196.06,,,,,,
866.8,175.96,173.18,175.97,174.73,172.88,173.7,175.4,179,180.28,179.38,184.5,196.04,,,,,,
867.8,175.93,173.22,176.01,174.67,173,173.74,175.41,179.03,180.31,179.23,184.46,196.02,,,,,,
868.8,175.91,173.27,176.03,174.63,173.14,173.78,175.41,179.05,180.33,179.09,184.42,196,,,,,,
869.7,175.89,173.32,176.05,174.59,173.27,173.82,175.39,179.08,180.35,178.95,184.38,195.99,,,,,,
870.7,175.87,173.36,176.07,174.56,173.36,173.86,175.36,179.1,180.37,178.83,184.33,195.97,,,,,,
871.7,175.88,173.39,176.08,174.52,173.43,173.91,175.32,179.11,180.39,178.72,184.29,195.95,,,,,,
872.7,175.89,173.41,176.09,174.47,173.48,173.98,175.29,179.12,180.43,178.63,184.25,195.92,,,,,,
873.7,175.93,173.43,176.09,174.43,173.55,174.07,175.3,179.14,180.47,178.56,184.22,195.89,,,,,,
874.7,176.01,173.45,176.1,174.4,173.62,174.14,175.33,179.17,180.5,178.5,184.19,195.87,,,,,,
875.7,176.12,173.5,176.11,174.37,173.7,174.19,175.38,179.2,180.54,178.47,184.17,195.85,,,,,,
876.7,176.24,173.57,176.09,174.35,173.75,174.22,175.43,179.24,180.56,178.48,184.14,195.84,,,,,,
877.7,176.37,173.64,176.06,174.32,173.77,174.23,175.47,179.28,180.58,178.52,184.12,195.84,,,,,,
878.6,176.5,173.73,176.01,174.29,173.76,174.25,175.51,179.31,180.59,178.6,184.09,195.85,,,,,,
879.6,176.66,173.82,175.96,174.25,173.73,174.29,175.55,179.35,180.59,178.72,184.05,195.85,,,,,,
880.6,176.84,173.92,175.9,174.21,173.71,174.32,175.6,179.38,180.58,178.86,184.03,195.85,,,,,,
881.6,177.03,174.05,175.86,174.17,173.7,174.34,175.67,179.41,180.57,179.02,184.01,195.87,,,,,,
882.6,177.22,174.2,175.82,174.15,173.71,174.31,175.75,179.44,180.54,179.21,183.99,195.88,,,,,,
883.6,177.41,174.35,175.78,174.13,173.73,174.26,175.82,179.47,180.5,179.43,183.98,195.91,,,,,,
884.6,177.58,174.48,175.74,174.13,173.74,174.21,175.85,179.49,180.44,179.68,183.96,195.93,,,,,,
885.6,177.71,174.59,175.7,174.12,173.73,174.17,175.87,179.52,180.38,179.94,183.95,195.95,,,,,,
886.5,177.79,174.66,175.68,174.1,173.72,174.17,175.91,179.54,180.3,180.18,183.94,195.97,,,,,,
887.5,177.82,174.69,175.7,174.08,173.71,174.2,175.97,179.57,180.22,180.4,183.95,195.98,,,,,,
888.5,177.81,174.69,175.76,174.07,173.72,174.23,176.06,179.6,180.14,180.57,183.97,195.99,,,,,,
889.5,177.77,174.68,175.85,174.05,173.75,174.25,176.17,179.62,180.08,180.7,184.01,196.01,,,,,,
890.5,177.68,174.66,175.96,174.04,173.81,174.26,176.27,179.64,180.04,180.79,184.07,196.02,,,,,,
891.5,177.57,174.62,176.07,174.02,173.86,174.25,176.36,179.66,180.01,180.86,184.14,196.03,,,,,,
892.5,177.44,174.56,176.2,174.01,173.91,174.27,176.44,179.7,179.99,180.9,184.23,196.03,,,,,,
893.5,177.3,174.48,176.32,173.97,173.94,174.32,176.52,179.75,179.97,180.89,184.34,196.04,,,,,,
894.5,177.15,174.39,176.45,173.92,173.97,174.39,176.6,179.81,179.95,180.82,184.47,196.04,,,,,,
895.4,177,174.3,176.58,173.85,174.01,174.47,176.69,179.88,179.92,180.71,184.63,196.05,,,,,,
896.4,176.86,174.24,176.71,173.79,174.08,174.54,176.77,179.95,179.9,180.57,184.83,196.06,,,,,,
897.4,176.77,174.21,176.82,173.74,174.17,174.6,176.83,180.01,179.88,180.43,185.03,196.07,,,,,,
898.4,176.71,174.21,176.92,173.7,174.26,174.64,176.86,180.06,179.88,180.3,185.26,196.07,,,,,,
899.4,176.71,174.23,177,173.68,174.36,174.67,176.88,180.1,179.88,180.21,185.49,196.08,,,,,,
900.4,176.74,174.26,177.06,173.65,174.45,174.7,176.9,180.15,179.86,180.15,185.74,196.08,,,,,,
901.4,176.8,174.28,177.1,173.61,174.52,174.75,176.92,180.2,179.83,180.1,185.99,196.07,,,,,,
902.4,176.88,174.31,177.12,173.56,174.58,174.82,176.92,180.25,179.77,180.07,186.24,196.06,,,,,,
903.4,176.95,174.35,177.12,173.51,174.66,174.89,176.92,180.29,179.69,180.06,186.47,196.06,,,,,,
904.3,177,174.41,177.1,173.47,174.75,174.96,176.9,180.31,179.61,180.06,186.69,196.05,,,,,,
905.3,177.04,174.5,177.07,173.46,174.85,175.02,176.88,180.29,179.52,180.09,186.89,196.03,,,,,,
906.3,177.08,174.6,177.03,173.49,174.93,175.07,176.85,180.25,179.44,180.12,187.06,196.01,,,,,,
907.3,177.12,174.69,176.99,173.52,174.98,175.12,176.85,180.19,179.35,180.17,187.2,195.97,,,,,,
908.3,177.15,174.76,176.95,173.56,175.01,175.18,176.85,180.12,179.24,180.22,187.32,195.94,,,,,,
909.3,177.16,174.8,176.91,173.59,175.04,175.26,176.85,180.06,179.11,180.27,187.42,195.9,,,,,,
910.3,177.15,174.82,176.86,173.62,175.07,175.34,176.83,180.01,178.97,180.29,187.49,195.87,,,,,,
911.3,177.12,174.83,176.8,173.66,175.1,175.43,176.78,179.96,178.83,180.29,187.53,195.84,,,,,,
912.2,177.07,174.85,176.74,173.74,175.13,175.5,176.7,179.9,178.71,180.26,187.54,195.81,,,,,,
913.2,177.02,174.87,176.69,173.86,175.14,175.54,176.61,179.83,178.61,180.21,187.54,195.79,,,,,,
914.2,176.98,174.88,176.67,174.01,175.13,175.57,176.54,179.77,178.52,180.15,187.54,195.76,,,,,,
915.2,176.98,174.87,176.67,174.17,175.11,175.57,176.48,179.72,178.45,180.09,187.55,195.73,,,,,,
916.2,177,174.83,176.67,174.32,175.09,175.57,176.44,179.71,178.38,180.04,187.57,195.71,,,,,,
917.2,177.04,174.78,176.65,174.45,175.08,175.57,176.4,179.71,178.33,180.01,187.59,195.7,,,,,,
918.2,177.08,174.72,176.62,174.57,175.09,175.57,176.35,179.72,178.29,179.98,187.61,195.69,,,,,,
919.2,177.12,174.68,176.57,174.69,175.1,175.56,176.29,179.73,178.26,179.93,187.63,195.69,,,,,,
920.2,177.16,174.65,176.52,174.83,175.09,175.54,176.21,179.73,178.25,179.87,187.66,195.69,,,,,,
921.1,177.18,174.64,176.46,174.98,175.06,175.5,176.16,179.72,178.25,179.82,187.71,195.68,,,,,,
922.1,177.21,174.64,176.42,175.11,175.02,175.45,176.15,179.71,178.26,179.77,187.78,195.68,,,,,,
923.1,177.26,174.64,176.39,175.19,175,175.43,176.2,179.7,178.25,179.75,187.86,195.68,,,,,,
924.1,177.3,174.64,176.36,175.24,175.01,175.43,176.29,179.68,178.25,179.75,187.94,195.68,,,,,,
925.1,177.34,174.63,176.3,175.26,175.03,175.47,176.38,179.65,178.24,179.77,188.02,195.68,,,,,,
926.1,177.37,174.64,176.24,175.26,175.05,175.53,176.45,179.61,178.24,179.78,188.09,195.68,,,,,,
927.1,177.38,174.65,176.2,175.27,175.05,175.61,176.51,179.58,178.25,179.79,188.15,195.68,,,,,,
928.1,177.38,174.66,176.2,175.28,175.03,175.7,176.55,179.56,178.25,179.79,188.22,195.68,,,,,,
929,177.38,174.66,176.24,175.28,175,175.77,176.61,179.58,178.26,179.81,188.28,195.68,,,,,,
930,177.38,174.66,176.32,175.26,174.97,175.84,176.69,179.61,178.26,179.85,188.35,195.68,,,,,,
931,177.39,174.64,176.42,175.23,174.96,175.9,176.79,179.66,178.26,179.91,188.41,195.69,,,,,,
932,177.4,174.62,176.53,175.18,174.97,175.98,176.88,179.72,178.26,179.98,188.46,195.7,,,,,,
933,177.41,174.6,176.62,175.14,175,176.06,176.94,179.8,178.26,180.04,188.5,195.71,,,,,,
934,177.42,174.58,176.69,175.12,175.02,176.14,176.96,179.9,178.26,180.1,188.53,195.72,,,,,,
935,177.43,174.56,176.78,175.12,175.04,176.19,176.96,180.01,178.27,180.15,188.56,195.73,,,,,,
936,177.43,174.55,176.87,175.13,175.04,176.22,176.95,180.13,178.27,180.2,188.6,195.74,,,,,,
937,177.44,174.55,176.96,175.14,175.04,176.21,176.96,180.27,178.27,180.25,188.63,195.74,,,,,,
937.9,177.46,174.56,177.04,175.14,175.07,176.19,176.99,180.4,178.27,180.31,188.66,195.75,,,,,,
938.9,177.47,174.58,177.08,175.13,175.14,176.16,177.02,180.49,178.27,180.36,188.69,195.77,,,,,,
939.9,177.5,174.61,177.07,175.13,175.23,176.14,177.05,180.56,178.27,180.39,188.7,195.77,,,,,,
940.9,177.52,174.65,177.03,175.13,175.35,176.14,177.07,180.6,178.27,180.4,188.71,195.78,,,,,,
941.9,177.56,174.71,176.96,175.15,175.46,176.16,177.06,180.62,178.27,180.41,188.71,195.78,,,,,,
942.9,177.59,174.77,176.87,175.19,175.56,176.17,177.05,180.62,178.28,180.43,188.73,195.78,,,,,,
943.9,177.62,174.84,176.81,175.23,175.63,176.15,177.03,180.61,178.28,180.46,188.74,195.78,,,,,,
944.9,177.65,174.92,176.77,175.28,175.7,176.12,177.02,180.58,178.29,180.5,188.76,195.76,,,,,,
945.8,177.68,175,176.73,175.32,175.76,176.09,177,180.52,178.3,180.56,188.76,195.75,,,,,,
946.8,177.71,175.09,176.7,175.37,175.84,176.06,176.99,180.45,178.31,180.61,188.75,195.73,,,,,,
947.8,177.74,175.18,176.66,175.41,175.93,176.05,176.99,180.37,178.31,180.65,188.72,195.71,,,,,,
948.8,177.77,175.27,176.62,175.47,176,176.05,176.99,180.29,178.31,180.7,188.68,195.68,,,,,,
949.8,177.79,175.37,176.62,175.53,176.05,176.06,176.97,180.23,178.31,180.75,188.64,195.64,,,,,,
950.8,177.81,175.47,176.67,175.6,176.07,176.07,176.93,180.21,178.31,180.83,188.61,195.6,,,,,,
951.8,177.82,175.58,176.75,175.66,176.07,176.04,176.86,180.22,178.31,180.93,188.56,,,,,,,
952.8,177.83,175.68,176.87,175.71,176.08,176.01,176.81,180.25,178.32,181.03,188.51,,,,,,,
953.8,177.84,175.77,177,175.75,176.11,175.98,176.79,180.29,178.33,181.12,188.43,,,,,,,
954.7,177.85,175.85,177.11,175.77,176.15,175.97,176.79,180.34,178.35,181.2,188.33,,,,,,,
955.7,177.86,175.91,177.21,175.79,176.2,176,176.81,180.42,178.36,181.26,188.22,,,,,,,
956.7,177.88,175.97,177.31,175.83,176.26,176.05,176.84,180.52,178.38,181.31,188.12,,,,,,,
957.7,177.89,176.01,177.42,175.88,176.3,176.13,176.84,180.64,178.4,181.37,188.04,,,,,,,
958.7,177.9,176.05,177.55,175.94,176.33,176.23,176.82,180.78,178.42,181.45,188,,,,,,,
959.7,177.92,176.08,177.69,176,176.36,176.31,176.78,180.89,178.44,181.52,188,,,,,,,
960.7,177.94,176.09,177.81,176.05,176.38,176.4,176.76,180.98,178.46,181.6,188.03,,,,,,,
961.7,177.98,176.09,177.91,176.11,176.4,176.51,176.78,181.02,178.49,181.67,188.07,,,,,,,
962.6,178.01,176.06,177.99,176.18,176.41,176.65,176.85,181.02,178.52,181.74,188.13,,,,,,,
963.6,178.06,176.03,178.05,176.26,176.4,176.81,176.91,181,178.55,181.79,188.23,,,,,,,
964.6,178.1,176,178.12,176.35,176.37,176.97,176.96,180.95,178.58,181.84,188.37,,,,,,,
965.6,178.14,175.99,178.21,176.44,176.33,177.13,176.98,180.9,178.61,181.89,188.55,,,,,,,
966.6,178.19,176,178.31,176.52,176.29,177.26,177,180.82,178.63,181.93,188.76,,,,,,,
967.6,178.23,176.01,178.41,176.57,176.25,177.36,177.03,180.71,178.66,181.98,188.97,,,,,,,
968.6,178.28,176.04,178.5,176.61,176.21,177.42,177.08,180.58,178.69,182.02,189.17,,,,,,,
969.6,178.32,176.06,178.58,176.64,176.17,177.47,177.17,180.44,178.72,182.05,189.35,,,,,,,
970.5,178.37,176.08,178.65,176.68,176.14,177.51,177.26,180.32,178.75,182.07,189.5,,,,,,,
971.5,178.4,176.11,178.73,176.74,176.13,177.54,177.34,180.25,178.78,182.09,189.63,,,,,,,
972.5,178.42,176.15,178.81,176.79,176.14,177.55,177.38,180.23,178.79,182.09,189.74,,,,,,,
973.5,178.44,176.2,178.9,176.82,176.17,177.53,177.41,180.26,178.8,182.08,189.84,,,,,,,
974.5,178.47,176.26,179.01,176.84,176.22,177.5,177.46,180.32,178.8,182.07,189.91,,,,,,,
975.5,178.49,176.31,179.1,176.87,176.28,177.48,177.52,180.4,178.8,182.07,189.97,,,,,,,
976.5,178.51,176.35,179.18,176.9,176.34,177.45,177.59,180.49,178.81,182.09,190,,,,,,,
977.5,178.54,176.38,179.24,176.96,176.4,177.44,177.64,180.6,178.82,182.13,190.02,,,,,,,
978.5,178.56,176.39,179.28,177.03,176.48,177.43,177.66,180.74,178.83,182.17,190.04,,,,,,,
979.4,178.59,176.4,179.31,177.1,176.57,177.44,177.64,180.89,178.84,182.21,190.05,,,,,,,
980.4,178.62,176.4,179.33,177.16,176.68,177.44,177.62,181.06,178.85,182.25,190.07,,,,,,,
981.4,178.66,176.39,179.35,177.21,176.78,177.46,177.62,181.22,178.87,182.28,190.09,,,,,,,
982.4,178.71,176.4,179.36,177.25,176.87,177.49,177.62,181.35,178.89,182.32,190.11,,,,,,,
983.4,178.76,176.41,179.37,177.29,176.93,177.52,177.63,181.43,178.93,182.38,190.14,,,,,,,
984.4,178.81,176.43,179.36,177.35,176.99,177.55,177.63,181.47,178.99,182.44,190.18,,,,,,,
985.4,178.87,176.44,179.35,177.41,177.05,177.57,177.61,181.5,179.05,182.51,190.23,,,,,,,
986.4,178.92,176.44,179.33,177.47,177.12,177.58,177.58,181.52,179.13,182.58,190.27,,,,,,,
987.3,178.96,176.44,179.32,177.52,177.2,177.58,177.57,181.55,179.22,182.63,190.32,,,,,,,
988.3,179,176.46,179.33,177.56,177.28,177.58,177.59,181.59,179.32,182.66,190.37,,,,,,,
989.3,179.03,176.49,179.36,177.6,177.34,177.58,177.66,181.63,179.42,182.68,190.43,,,,,,,
990.3,179.06,176.54,179.39,177.66,177.39,177.58,177.74,181.66,179.53,182.69,190.49,,,,,,,
991.3,179.09,176.61,179.43,177.73,177.43,177.6,177.82,181.7,179.65,182.71,190.55,,,,,,,
992.3,179.11,176.69,179.46,177.81,177.48,177.62,177.89,181.74,179.76,182.73,190.63,,,,,,,
993.3,179.11,176.75,179.49,177.88,177.56,177.64,177.98,181.81,179.87,182.75,190.7,,,,,,,
994.3,179.1,176.79,179.5,177.95,177.66,177.67,178.08,181.91,179.97,182.75,190.76,,,,,,,
995.2,179.07,176.84,179.49,178.02,177.76,177.73,178.2,182.03,180.05,182.73,190.81,,,,,,,
996.2,179.04,176.91,179.48,178.1,177.85,177.8,178.33,182.17,180.13,182.71,190.85,,,,,,,
997.2,179,176.99,179.47,178.18,177.91,177.9,178.46,182.32,180.19,182.67,190.88,,,,,,,
998.2,178.97,177.09,179.43,178.25,177.96,178.02,178.58,182.45,180.22,182.64,190.91,,,,,,,
999.2,178.95,177.18,179.39,178.31,178.01,178.16,178.68,182.56,180.24,182.62,190.93,,,,,,,
1000.2,178.92,177.25,179.33,178.36,178.06,178.29,178.77,182.64,180.25,182.59,190.94,,,,,,,
1001.2,178.9,177.29,179.27,178.4,178.12,178.43,178.85,182.7,180.24,182.56,190.95,,,,,,,
1002.2,178.87,177.32,179.21,178.44,178.18,178.58,178.95,182.73,180.23,182.53,190.95,,,,,,,
1003.2,178.84,177.34,179.16,178.48,178.22,178.73,179.04,182.74,180.22,182.49,190.94,,,,,,,
1004.1,178.82,177.38,179.12,178.52,178.23,178.88,179.13,182.73,180.22,182.45,190.93,,,,,,,
1005.1,178.8,177.42,179.12,178.54,178.23,179.03,179.21,182.7,180.22,182.41,190.94,,,,,,,
1006.1,178.8,177.45,179.15,178.56,178.22,179.16,179.29,182.65,180.22,182.38,190.96,,,,,,,
1007.1,178.81,177.46,179.2,178.57,178.22,179.28,179.36,182.59,180.2,182.36,191,,,,,,,
1008.1,178.81,177.46,179.27,178.57,178.23,179.38,179.41,182.52,180.17,182.32,191.05,,,,,,,
1009.1,178.83,177.44,179.36,178.58,178.25,179.47,179.46,182.42,180.13,182.28,191.1,,,,,,,
1010.1,178.83,177.42,179.47,178.59,178.27,179.55,179.51,182.33,180.09,182.23,191.15,,,,,,,
1011.1,178.84,177.42,179.61,178.6,178.28,179.65,179.55,182.27,180.06,182.18,191.19,,,,,,,
1012,178.84,177.44,179.77,178.62,178.3,179.75,179.59,182.24,180.02,182.13,191.22,,,,,,,
1013,178.86,177.47,179.94,178.65,178.32,179.85,179.63,182.24,179.97,182.09,191.23,,,,,,,
1014,178.91,177.5,180.11,178.68,178.35,179.95,179.67,182.25,179.91,182.05,191.23,,,,,,,
1015,178.97,177.54,180.26,178.71,178.39,180.04,179.7,182.27,179.84,181.99,191.22,,,,,,,
1016,179.03,177.57,180.39,178.76,178.43,180.13,179.71,182.28,179.78,181.92,191.17,,,,,,,
1017,179.09,177.6,180.5,178.83,178.47,180.22,179.71,182.27,179.73,181.84,191.09,,,,,,,
1018,179.15,177.65,180.59,178.9,178.51,180.32,179.71,182.25,179.72,181.75,190.96,,,,,,,
1019,179.22,177.71,180.66,178.99,178.56,180.41,179.72,182.24,179.73,181.68,190.81,,,,,,,
1019.9,179.3,177.77,180.7,179.08,178.62,180.5,179.74,182.24,179.76,181.63,190.64,,,,,,,
1020.9,179.37,177.83,180.71,179.19,178.69,180.58,179.76,182.27,179.81,181.59,190.46,,,,,,,
1021.9,179.44,177.88,180.68,179.31,178.77,180.63,179.78,182.31,179.87,181.55,190.28,,,,,,,
1022.9,179.49,177.91,180.63,179.43,178.85,180.67,179.79,182.34,179.95,181.51,190.13,,,,,,,
1023.9,179.52,177.92,180.57,179.53,178.93,180.68,179.77,182.36,180.05,181.46,190,,,,,,,
1024.9,179.52,177.94,180.52,179.63,179.02,180.68,179.73,182.38,180.15,181.41,189.88,,,,,,,
1025.9,179.51,177.95,180.48,179.73,179.12,180.67,179.67,182.41,180.26,181.38,189.76,,,,,,,
1026.9,179.5,177.97,180.47,179.82,179.22,180.65,179.62,182.47,180.36,181.38,189.68,,,,,,,
1027.8,179.5,178.01,180.47,179.91,179.32,180.62,179.59,182.56,180.45,181.4,189.65,,,,,,,
1028.8,179.49,178.04,180.48,179.99,179.42,180.6,179.56,182.69,180.52,181.43,189.67,,,,,,,
1029.8,179.47,178.07,180.5,180.05,179.5,180.58,179.54,182.83,180.6,181.45,189.74,,,,,,,
1030.8,179.45,178.1,180.56,180.1,179.58,180.56,179.51,182.96,180.66,181.45,189.82,,,,,,,
1031.8,179.44,178.14,180.65,180.14,179.65,180.54,179.47,183.07,180.74,181.42,189.92,,,,,,,
1032.8,179.45,178.19,180.78,180.18,179.72,180.53,179.42,183.15,180.81,181.38,190.02,,,,,,,
1033.8,179.48,178.26,180.91,180.22,179.78,180.55,179.37,183.2,180.87,181.33,190.11,,,,,,,
1034.8,179.54,178.34,181.06,180.25,179.83,180.58,179.37,183.23,180.92,181.31,190.2,,,,,,,
1035.7,179.62,178.43,181.21,180.28,179.87,180.63,179.41,183.25,180.95,181.29,190.3,,,,,,,
1036.7,179.7,178.52,181.35,180.29,179.9,180.69,179.49,183.24,180.99,181.28,190.39,,,,,,,
1037.7,179.78,178.59,181.48,180.29,179.94,180.76,179.58,183.2,181.02,181.25,190.48,,,,,,,
1038.7,179.84,178.65,181.61,180.3,179.98,180.82,179.67,183.11,181.05,181.2,190.54,,,,,,,
1039.7,179.91,178.68,181.73,180.31,180.03,180.89,179.75,182.98,181.08,181.16,190.58,,,,,,,
1040.7,179.99,178.71,181.85,180.33,180.09,180.95,179.83,182.82,181.09,181.12,190.58,,,,,,,
1041.7,180.06,178.74,181.95,180.35,180.13,181.02,179.91,182.65,181.09,181.11,190.57,,,,,,,
1042.7,180.12,178.78,182.03,180.35,180.16,181.1,180,182.5,181.07,181.15,190.54,,,,,,,
1043.7,180.17,178.83,182.1,180.34,180.17,181.17,180.07,182.37,181.04,181.21,190.49,,,,,,,
