,St_01,St_02,St_03,St_04,St_05,St_06,St_07,St_08,St_09,St_10,St_11,St_12,St_13,St_14,St_15,St_16,St_17,St_18
376.9,198.5,197.53,195.56,199.05,201.46,202.62,202.96,197.98,198.31,196.89,195.93,196.79,197.08,193.63,196.45,193.36,,
377.9,198.44,197.55,195.5,199.06,201.46,202.6,202.86,197.92,198.25,196.79,195.89,196.75,197.04,193.52,196.44,193.4,,
378.9,198.38,197.56,195.48,199.06,201.48,202.58,202.77,197.9,198.19,196.68,195.86,196.72,197.02,193.42,196.44,193.45,,
379.8,198.32,197.57,195.46,199.08,201.52,202.56,202.68,197.89,198.14,196.56,195.83,196.67,197.03,193.33,196.43,193.52,,
380.8,198.26,197.58,195.43,199.09,201.58,202.52,202.59,197.89,198.08,196.44,195.81,196.61,197.05,193.28,196.42,193.59,,
381.8,198.2,197.59,195.41,199.11,201.64,202.48,202.49,197.92,198.03,196.31,195.79,196.55,197.05,193.24,196.43,193.67,,
382.8,198.14,197.61,195.43,199.14,201.68,202.42,202.39,197.98,197.97,196.17,195.75,196.47,197.05,193.21,196.46,193.77,,
383.8,198.1,197.64,195.51,199.17,201.68,202.34,202.28,198.06,197.92,196.02,195.72,196.4,197.03,193.16,196.5,193.89,,
384.8,198.07,197.67,195.63,199.2,201.66,202.26,202.15,198.16,197.88,195.87,195.69,196.34,197.01,193.08,196.54,194.03,,
385.8,198.05,197.69,195.74,199.23,201.61,202.17,202.03,198.26,197.83,195.71,195.66,196.29,197.01,192.98,196.59,194.19,,
386.8,198.04,197.67,195.81,199.27,201.55,202.07,201.89,198.34,197.77,195.54,195.65,196.23,197.02,192.88,196.64,,,
387.8,198.02,197.64,195.82,199.32,201.49,201.97,201.74,198.41,197.71,195.37,195.65,196.16,197.04,192.78,196.68,,,
388.8,197.99,197.58,195.78,199.38,201.41,201.86,201.59,198.47,197.65,195.2,195.65,196.09,197.03,192.7,196.71,,,
389.8,197.97,197.52,195.71,199.44,201.3,201.75,201.43,198.52,197.59,195.05,195.65,196.01,197,192.64,196.74,,,
390.7,197.94,197.45,195.65,199.5,201.14,201.64,201.26,198.56,197.52,194.91,195.64,195.94,196.95,192.59,196.77,,,
391.7,197.93,197.38,195.58,199.55,200.93,201.54,201.09,198.6,197.44,194.78,195.62,195.89,196.9,192.55,196.8,,,
392.7,197.92,197.3,195.49,199.59,200.69,201.47,200.92,198.61,197.37,194.65,195.59,195.85,196.86,192.5,196.83,,,
393.7,197.92,197.21,195.36,199.61,200.43,201.43,200.73,198.6,197.29,194.52,195.56,195.82,196.85,192.47,196.84,,,
394.7,197.92,197.11,195.2,199.63,200.17,201.4,200.54,198.57,197.21,194.38,195.52,195.79,196.84,192.45,196.84,,,
395.7,197.91,197,195.03,199.63,199.91,201.37,200.35,198.53,197.12,194.23,195.47,195.74,196.82,192.49,196.84,,,
396.7,197.91,196.89,194.88,199.62,199.65,201.35,200.17,198.48,197.03,194.09,195.42,195.68,196.78,192.57,196.82,,,
397.7,197.9,196.8,194.8,199.59,199.38,201.31,200,198.44,196.93,193.98,195.36,195.63,196.73,192.71,196.8,,,
398.7,197.88,196.74,194.79,199.54,199.09,201.27,199.83,198.38,196.83,193.88,195.29,195.58,196.67,192.87,196.78,,,
399.7,197.87,196.69,194.8,199.48,198.79,201.23,199.67,198.31,196.74,193.81,195.21,195.54,196.62,193.03,196.77,,,
400.7,197.85,196.66,194.82,199.4,198.52,201.18,199.52,198.24,196.64,193.75,195.12,195.51,196.6,193.19,196.78,,,
401.6,197.83,196.63,194.82,199.32,198.3,201.12,199.37,198.17,196.55,193.68,195.03,195.48,196.59,193.33,196.8,,,
402.6,197.81,196.6,194.83,199.24,198.13,201.04,199.22,198.09,196.46,193.61,194.93,195.43,196.59,193.46,196.81,,,
403.6,197.78,196.57,194.88,199.16,198,200.94,199.08,198.03,196.36,193.54,194.83,195.38,196.57,193.61,196.82,,,
404.6,197.74,196.53,194.96,199.08,197.9,200.82,198.96,197.99,196.26,193.49,194.74,195.31,196.53,193.78,196.83,,,
405.6,197.69,196.5,195.05,199,197.79,200.67,198.86,197.95,196.15,193.47,194.67,195.25,196.49,193.96,196.82,,,
406.6,197.65,196.49,195.12,198.92,197.71,200.52,198.78,197.92,196.04,193.47,194.6,195.19,196.43,194.12,196.81,,,
407.6,197.59,196.49,195.17,198.84,197.66,200.38,198.7,197.88,195.94,193.47,194.54,195.14,196.38,194.24,196.81,,,
408.6,197.55,196.49,195.19,198.78,197.66,200.27,198.63,197.84,195.84,193.47,194.49,195.1,196.34,194.34,196.81,,,
409.6,197.5,196.47,195.18,198.73,197.69,200.18,198.55,197.79,195.75,193.45,194.45,195.06,196.3,194.41,196.81,,,
410.6,197.46,196.43,195.14,198.7,197.75,200.11,198.46,197.75,195.66,193.42,194.4,195.02,196.27,194.48,196.81,,,
411.6,197.41,196.38,195.1,198.66,197.83,200.05,198.37,197.7,195.56,193.38,194.35,194.97,196.23,194.55,196.81,,,
412.5,197.37,196.32,195.07,198.63,197.9,199.99,198.29,197.64,195.45,193.36,194.31,194.91,196.18,194.64,196.8,,,
413.5,197.32,196.26,195.04,198.6,197.96,199.94,198.2,197.58,195.34,193.36,194.27,194.86,196.12,194.74,196.8,,,
414.5,197.26,196.2,194.98,198.57,198.03,199.92,198.12,197.51,195.24,193.36,194.24,194.81,196.05,194.83,196.81,,,
415.5,197.21,196.14,194.89,198.55,198.11,199.91,198.02,197.41,195.15,193.34,194.22,194.77,195.98,194.89,196.82,,,
416.5,197.16,196.06,194.82,198.54,198.2,199.91,197.92,197.3,195.07,193.29,194.19,194.74,195.93,194.93,196.84,,,
417.5,197.12,195.94,194.76,198.53,198.28,199.88,197.8,197.18,194.99,193.22,194.15,194.7,195.9,194.96,196.87,,,
418.5,197.08,195.79,194.7,198.51,198.36,199.82,197.66,197.05,194.91,193.14,194.09,194.66,195.88,194.98,196.91,,,
419.5,197.03,195.62,194.62,198.47,198.43,199.72,197.51,196.93,194.82,193.05,194.02,194.6,195.86,195.01,196.94,,,
420.5,196.98,195.46,194.53,198.41,198.48,199.6,197.37,196.79,194.73,192.96,193.95,194.54,195.84,195.03,196.96,,,
421.5,196.93,195.3,194.46,198.32,198.51,199.47,197.23,196.63,194.65,192.88,193.88,194.48,195.8,195.06,196.97,,,
422.5,196.87,195.14,194.39,198.23,198.51,199.34,197.1,196.43,194.57,192.79,193.83,194.41,195.75,195.09,196.95,,,
423.4,196.82,194.99,194.33,198.13,198.48,199.2,196.98,196.21,194.5,192.7,193.77,194.36,195.7,195.11,196.92,,,
424.4,196.78,194.82,194.28,198.03,198.45,199.04,196.87,195.98,194.43,192.6,193.7,194.3,195.66,195.12,196.88,,,
425.4,196.74,194.64,194.23,197.91,198.42,198.86,196.75,195.75,194.35,192.5,193.63,194.26,195.64,195.11,196.83,,,
426.4,196.7,194.46,194.17,197.78,198.38,198.66,196.63,195.54,194.26,192.39,193.54,194.22,195.62,195.1,196.78,,,
427.4,196.65,194.29,194.08,197.65,198.32,198.48,196.52,195.33,194.17,192.31,193.46,194.18,195.59,195.1,196.73,,,
428.4,196.58,194.16,193.95,197.51,198.23,198.34,196.42,195.12,194.07,192.26,193.39,194.13,195.55,195.13,196.69,,,
429.4,196.5,194.07,193.81,197.38,198.11,198.25,196.32,194.88,193.97,192.22,193.34,194.1,195.5,195.17,196.65,,,
430.4,196.41,194,193.67,197.27,197.97,198.21,196.24,194.62,193.85,192.2,193.3,194.07,195.45,195.23,196.62,,,
431.4,196.31,193.95,193.54,197.18,197.82,198.18,196.17,194.36,193.74,192.19,193.26,194.05,195.4,195.29,196.61,,,
432.4,196.22,193.88,193.4,197.1,197.7,198.15,196.1,194.13,193.61,192.18,193.2,194.04,195.36,195.34,196.62,,,
433.3,196.11,193.82,193.25,197.02,197.6,198.1,196.02,193.95,193.46,192.17,193.14,194.05,195.34,195.38,196.66,,,
434.3,196,193.74,193.08,196.95,197.52,198.05,195.93,193.81,193.3,192.14,193.07,194.06,195.32,195.42,196.72,,,
435.3,195.89,193.67,192.91,196.88,197.43,198.03,195.83,193.7,193.13,192.09,193.02,194.07,195.3,195.47,196.78,,,
436.3,195.77,193.62,192.73,196.82,197.31,198.02,195.72,193.58,192.97,192.05,192.98,194.08,195.26,195.54,196.85,,,
437.3,195.64,193.6,192.57,196.75,197.19,198.02,195.6,193.42,192.82,192.01,192.94,194.08,195.21,195.64,196.93,,,
438.3,195.53,193.58,192.48,196.68,197.06,198.02,195.48,193.21,192.67,191.97,192.91,194.07,195.15,195.73,197.01,,,
439.3,195.45,193.56,192.45,196.6,196.97,198,195.37,192.97,192.51,191.92,192.87,194.06,195.11,195.81,197.08,,,
440.3,195.4,193.51,192.47,196.5,196.88,197.95,195.26,192.77,192.36,191.87,192.82,194.06,195.08,195.87,197.13,,,
441.3,195.37,193.43,192.5,196.39,196.79,197.86,195.15,192.61,192.18,191.81,192.77,194.07,195.04,195.93,197.17,,,
442.3,195.35,193.31,192.52,196.27,196.7,197.75,195.04,192.5,192,191.74,192.73,194.08,194.99,195.99,197.18,,,
443.3,195.32,193.19,192.53,196.15,196.59,197.66,194.91,192.4,191.82,191.67,192.69,194.1,194.91,196.05,197.16,,,
444.2,195.31,193.08,192.55,196.03,196.46,197.59,194.78,192.28,191.65,191.6,192.66,194.11,194.79,196.11,197.13,,,
445.2,195.31,192.97,192.6,195.9,196.31,197.52,194.64,192.13,191.5,191.55,192.63,194.12,194.66,196.18,197.09,,,
446.2,195.31,192.87,192.65,195.78,196.14,197.46,194.5,191.97,191.36,191.52,192.59,194.12,194.52,196.25,197.03,,,
447.2,195.32,192.77,192.68,195.67,195.96,197.38,194.37,191.85,191.21,191.51,192.53,194.15,194.38,196.3,196.96,,,
448.2,195.34,192.64,192.69,195.58,195.78,197.29,194.25,191.83,191.05,191.5,192.48,194.19,194.24,196.33,196.85,,,
449.2,195.35,192.48,192.65,195.51,195.61,197.2,194.13,191.91,190.87,191.47,192.41,194.25,194.07,196.35,196.72,,,
450.2,195.34,192.32,192.58,195.47,195.44,197.11,193.99,192.07,190.68,191.44,192.34,194.31,193.85,196.36,196.57,,,
451.2,195.32,192.17,192.5,195.44,195.3,197,193.83,192.25,190.51,191.4,192.26,194.36,193.6,196.36,196.43,,,
452.2,195.29,192.06,192.43,195.43,195.17,196.88,193.64,192.43,190.35,191.35,192.17,194.4,193.34,196.34,196.28,,,
453.2,195.27,192,192.37,195.44,195.06,196.76,193.43,192.6,190.2,191.31,192.07,194.44,193.1,196.31,196.15,,,
454.2,195.24,191.98,192.34,195.45,194.94,196.61,193.22,192.77,190.06,191.28,191.96,194.47,192.88,196.28,196.01,,,
455.1,195.22,191.98,192.29,195.48,194.82,196.47,193.02,192.95,189.91,191.26,191.85,194.5,192.67,196.23,195.87,,,
456.1,195.19,191.98,192.21,195.52,194.71,196.31,192.84,193.15,189.74,191.26,191.74,194.53,192.46,196.16,195.73,,,
457.1,195.15,191.97,192.14,195.57,194.64,196.15,192.68,193.36,189.57,191.24,191.62,194.54,192.24,196.07,195.59,,,
458.1,195.11,191.94,192.08,195.61,194.61,195.97,192.51,193.56,189.42,191.21,191.51,194.54,192.01,195.95,195.48,,,
459.1,195.05,191.91,192.07,195.64,194.61,195.77,192.31,193.7,189.29,191.18,191.39,194.53,191.77,195.84,195.41,,,
460.1,194.96,191.9,192.09,195.67,194.62,195.56,192.1,193.79,189.19,191.15,191.26,194.5,191.56,195.73,195.36,,,
461.1,194.84,191.89,192.1,195.68,194.62,195.36,191.89,193.81,189.1,191.13,191.12,194.48,191.38,195.64,195.33,,,
462.1,194.7,191.89,192.08,195.69,194.6,195.19,191.7,193.76,189.01,191.12,190.98,194.45,191.23,195.56,195.31,,,
463.1,194.55,191.87,192.03,195.7,194.57,195.07,191.56,193.66,188.93,191.12,190.86,194.43,191.06,195.47,195.29,,,
464.1,194.38,191.82,191.96,195.7,194.53,194.98,191.45,193.51,188.85,191.11,190.74,194.4,190.87,195.38,195.29,,,
465,194.2,191.73,191.91,195.7,194.5,194.92,191.36,193.33,188.78,191.09,190.63,194.35,190.67,195.29,195.3,,,
466,194.01,191.63,191.88,195.68,194.48,194.87,191.27,193.12,188.72,191.05,190.52,194.3,190.47,195.21,195.33,,,
467,193.82,191.52,191.88,195.66,194.46,194.83,191.14,192.88,188.67,190.98,190.42,194.25,190.28,195.15,195.38,,,
468,193.62,191.44,191.89,195.63,194.44,194.82,191.01,192.62,188.62,190.91,190.32,194.2,190.13,195.1,195.42,,,
469,193.43,191.4,191.88,195.6,194.4,194.85,190.88,192.31,188.56,190.85,190.22,194.15,189.99,195.04,195.45,,,
470,193.26,191.39,191.85,195.57,194.34,194.92,190.78,191.97,188.48,190.79,190.13,194.1,189.85,194.97,195.46,,,
471,193.15,191.39,191.8,195.53,194.26,195.01,190.73,191.62,188.38,190.74,190.06,194.04,189.7,194.88,195.47,,,
472,193.1,191.38,191.76,195.47,194.15,195.11,190.71,191.3,188.29,190.69,189.99,193.97,189.54,194.78,195.47,,,
473,193.09,191.36,191.74,195.39,194.04,195.19,190.69,191.05,188.19,190.64,189.9,193.89,189.38,194.68,195.48,,,
474,193.11,191.34,191.77,195.3,193.93,195.25,190.66,190.87,188.09,190.58,189.8,193.81,189.25,194.6,195.5,,,
475,193.12,191.3,191.82,195.19,193.83,195.29,190.6,190.76,187.99,190.52,189.68,193.74,189.15,194.51,195.51,,,
475.9,193.13,191.26,191.88,195.08,193.74,195.32,190.55,190.69,187.89,190.46,189.54,193.67,189.07,194.41,195.52,,,
476.9,193.12,191.2,191.92,194.97,193.63,195.34,190.52,190.64,187.8,190.4,189.4,193.61,188.97,194.28,195.53,,,
477.9,193.1,191.13,191.94,194.86,193.51,195.33,190.51,190.62,187.73,190.34,189.25,193.54,188.85,194.15,195.55,,,
478.9,193.08,191.03,191.96,194.73,193.37,195.29,190.53,190.65,187.66,190.29,189.09,193.47,188.71,194.03,195.59,,,
479.9,193.06,190.9,191.99,194.59,193.21,195.22,190.56,190.75,187.59,190.25,188.92,193.39,188.57,193.9,195.66,,,
480.9,193.03,190.74,192.03,194.46,193.05,195.11,190.59,190.9,187.53,190.21,188.74,193.31,188.44,193.77,195.75,,,
481.9,192.96,190.56,192.08,194.35,192.9,194.99,190.6,191.08,187.48,190.16,188.55,193.23,188.33,193.63,195.86,,,
482.9,192.86,190.37,192.11,194.26,192.77,194.87,190.59,191.27,187.44,190.11,188.36,193.14,188.23,193.47,195.99,,,
483.9,192.73,190.17,192.13,194.2,192.68,194.75,190.57,191.43,187.42,190.04,188.19,193.06,188.14,193.3,196.14,,,
484.9,192.59,189.98,192.12,194.15,192.59,194.62,190.54,191.56,187.4,189.98,188.05,192.97,188.02,193.13,196.3,,,
485.8,192.48,189.79,192.09,194.1,192.51,194.48,190.5,191.67,187.37,189.92,187.94,192.87,187.9,192.98,196.49,,,
486.8,192.41,189.64,192.06,194.05,192.42,194.34,190.46,191.75,187.34,189.88,187.83,192.75,187.79,192.84,196.7,,,
487.8,192.37,189.53,192.04,194.02,192.34,194.19,190.4,191.82,187.3,189.86,187.74,192.63,187.7,192.72,196.92,,,
488.8,192.36,189.43,192.05,194,192.27,194.04,190.34,191.88,187.25,189.85,187.64,192.5,187.66,192.59,197.14,,,
489.8,192.37,189.35,192.06,193.98,192.2,193.9,190.26,191.91,187.21,189.82,187.52,192.36,187.64,192.47,197.35,,,
490.8,192.38,189.28,192.07,193.97,192.15,193.76,190.18,191.91,187.17,189.78,187.4,192.23,187.63,192.38,197.56,,,
491.8,192.4,189.22,192.06,193.93,192.11,193.63,190.08,191.88,187.13,189.71,187.28,192.09,187.61,192.35,197.76,,,
492.8,192.42,189.16,192.04,193.89,192.08,193.51,189.99,191.84,187.07,189.63,187.16,191.94,187.58,192.37,197.95,,,
493.8,192.45,189.12,192.01,193.82,192.04,193.37,189.9,191.78,187,189.56,187.05,191.8,187.55,192.41,198.13,,,
494.8,192.48,189.1,191.99,193.75,191.98,193.22,189.82,191.71,186.93,189.5,186.93,191.65,187.52,192.45,198.3,,,
495.7,192.5,189.09,191.98,193.67,191.91,193.05,189.75,191.64,186.86,189.44,186.81,191.5,187.49,192.49,198.44,,,
496.7,192.5,189.09,191.97,193.59,191.82,192.86,189.68,191.57,186.8,189.38,186.69,191.34,187.46,192.53,198.55,,,
497.7,192.48,189.09,191.92,193.5,191.73,192.67,189.61,191.51,186.74,189.3,186.55,191.19,187.43,192.57,198.64,,,
498.7,192.44,189.07,191.83,193.4,191.65,192.5,189.54,191.45,186.69,189.21,186.41,191.04,187.37,192.62,198.7,,,
499.7,192.39,189.05,191.7,193.28,191.6,192.36,189.46,191.39,186.64,189.12,186.28,190.88,187.28,192.69,198.74,,,
500.7,192.32,189.04,191.55,193.16,191.56,192.23,189.38,191.32,186.57,189.04,186.17,190.73,187.17,192.75,198.77,,,
501.7,192.24,189.04,191.41,193.04,191.52,192.12,189.29,191.25,186.5,188.98,186.09,190.58,187.05,192.8,198.79,,,
502.7,192.16,189.04,191.3,192.91,191.45,192,189.19,191.17,186.43,188.96,186.03,190.42,186.93,192.83,198.79,,,
503.7,192.08,189.06,191.21,192.79,191.36,191.86,189.07,191.1,186.36,188.94,185.98,190.27,186.81,192.83,198.79,,,
504.7,192.01,189.07,191.12,192.66,191.28,191.7,188.94,191.03,186.3,188.93,185.91,190.12,186.69,192.84,198.79,,,
505.7,191.95,189.08,191.03,192.54,191.22,191.54,188.79,190.96,186.25,188.9,185.82,189.98,186.58,192.87,198.79,,,
506.6,191.9,189.08,190.94,192.41,191.18,191.4,188.64,190.89,186.19,188.86,185.72,189.84,186.47,192.91,198.8,,,
507.6,191.84,189.08,190.87,192.28,191.15,191.26,188.5,190.8,186.13,188.81,185.61,189.71,186.36,192.96,198.83,,,
508.6,191.79,189.08,190.84,192.14,191.11,191.12,188.37,190.7,186.06,188.75,185.53,189.58,186.25,193,198.89,,,
509.6,191.74,189.08,190.86,192.01,191.04,190.96,188.25,190.58,185.97,188.7,185.46,189.46,186.15,193.04,198.98,,,
510.6,191.7,189.08,190.91,191.89,190.94,190.74,188.1,190.45,185.87,188.65,185.39,189.33,186.05,193.09,199.09,,,
511.6,191.65,189.08,190.96,191.8,190.84,190.48,187.92,190.33,185.79,188.59,185.32,189.21,185.96,193.14,199.22,,,
512.6,191.62,189.09,190.99,191.73,190.75,190.16,187.72,190.21,185.72,188.52,185.24,189.07,185.86,193.19,199.36,,,
513.6,191.58,189.1,190.99,191.67,190.68,189.84,187.53,190.08,185.65,188.41,185.16,188.93,185.77,193.24,199.51,,,
514.6,191.54,189.11,190.97,191.62,190.62,189.55,187.37,189.95,185.58,188.28,185.1,188.77,185.67,193.29,199.65,,,
515.6,191.49,189.11,190.96,191.58,190.54,189.32,187.24,189.8,185.5,188.14,185.05,188.61,185.56,193.33,199.8,,,
516.5,191.44,189.12,190.95,191.55,190.45,189.11,187.11,189.65,185.41,188,185.03,188.44,185.45,193.37,199.95,,,
517.5,191.38,189.14,190.92,191.55,190.35,188.92,186.98,189.49,185.3,187.88,185.01,188.26,185.35,193.4,200.09,,,
518.5,191.32,189.15,190.86,191.57,190.24,188.73,186.81,189.35,185.19,187.78,185,188.07,185.25,193.42,200.22,,,
519.5,191.26,189.15,190.74,191.61,190.12,188.53,186.62,189.22,185.1,187.68,184.97,187.88,185.16,193.45,200.33,,,
520.5,191.19,189.15,190.57,191.67,190.01,188.34,186.45,189.11,185.03,187.59,184.94,187.69,185.07,193.47,200.42,,,
521.5,191.13,189.15,190.37,191.72,189.89,188.2,186.34,189.01,184.97,187.49,184.9,187.5,185.01,193.5,200.49,,,
522.5,191.06,189.13,190.17,191.75,189.75,188.12,186.3,188.9,184.9,187.36,184.88,187.33,184.96,193.54,200.55,,,
523.5,190.99,189.11,190.01,191.76,189.6,188.09,186.29,188.81,184.83,187.23,184.86,187.17,184.95,193.58,200.6,,,
524.5,190.92,189.08,189.86,191.75,189.43,188.08,186.28,188.72,184.74,187.1,184.84,187.03,184.98,193.63,200.66,,,
525.5,190.85,189.04,189.72,191.72,189.27,188.07,186.26,188.64,184.65,187,184.82,186.92,185.06,193.67,200.72,,,
526.4,190.77,189.01,189.56,191.68,189.11,188.03,186.23,188.58,184.57,186.92,184.78,186.83,185.19,193.7,200.78,,,
527.4,190.69,188.97,189.41,191.62,188.95,187.97,186.2,188.53,184.51,186.85,184.75,186.75,185.36,193.74,200.82,,,
528.4,190.62,188.94,189.28,191.52,188.77,187.9,186.2,188.49,184.46,186.78,184.74,186.69,185.57,193.79,200.87,,,
529.4,190.56,188.9,189.18,191.4,188.58,187.83,186.25,188.45,184.41,186.71,184.74,186.64,185.83,193.83,200.92,,,
530.4,190.5,188.88,189.13,191.24,188.39,187.77,186.32,188.41,184.34,186.62,184.76,186.61,186.13,193.86,200.97,,,
531.4,190.44,188.87,189.13,191.07,188.22,187.71,186.38,188.36,184.24,186.53,184.77,186.58,186.47,193.87,201.02,,,
532.4,190.38,188.87,189.14,190.89,188.07,187.64,186.37,188.32,184.13,186.44,184.76,186.56,186.86,193.86,201.07,,,
533.4,190.32,188.87,189.16,190.72,187.95,187.56,186.31,188.29,184.01,186.36,184.74,186.54,187.28,193.84,201.12,,,
534.4,190.27,188.87,189.16,190.57,187.86,187.46,186.2,188.26,183.89,186.3,184.71,186.5,187.71,193.81,201.16,,,
535.4,190.22,188.88,189.16,190.43,187.79,187.36,186.07,188.23,183.8,186.26,184.66,186.46,188.15,193.79,201.19,,,
536.3,190.17,188.88,189.16,190.3,187.71,187.26,185.93,188.2,183.7,186.21,184.61,186.41,188.57,193.79,201.22,,,
537.3,190.13,188.89,189.17,190.2,187.62,187.16,185.8,188.16,183.6,186.14,184.56,186.36,188.97,193.79,201.25,,,
538.3,190.08,188.89,189.18,190.12,187.55,187.07,185.67,188.12,183.46,186.05,184.51,186.32,189.36,193.79,201.27,,,
539.3,190.03,188.88,189.18,190.07,187.51,187.01,185.53,188.06,183.31,185.93,184.43,186.29,189.73,193.78,201.29,,,
540.3,189.98,188.86,189.18,190.04,187.5,186.98,185.37,187.98,183.14,185.8,184.33,186.26,190.08,193.78,201.3,,,
541.3,189.92,188.81,189.18,190.02,187.53,186.96,185.19,187.88,183,185.65,184.22,186.24,190.4,193.79,201.31,,,
542.3,189.86,188.75,189.16,190.01,187.58,186.95,185.01,187.77,182.9,185.5,184.12,186.21,190.67,193.83,201.32,,,
543.3,189.81,188.66,189.12,190,187.63,186.95,184.88,187.67,182.82,185.35,184.03,186.19,190.9,193.89,201.32,,,
544.3,189.75,188.55,189.04,189.98,187.65,186.95,184.8,187.57,182.74,185.19,183.96,186.18,191.09,193.94,201.33,,,
545.3,189.68,188.44,188.95,189.95,187.64,186.95,184.76,187.47,182.65,185.02,183.9,186.19,191.25,193.99,201.33,,,
546.2,189.61,188.31,188.86,189.92,187.61,186.96,184.75,187.37,182.53,184.83,183.85,186.22,191.39,194.04,201.33,,,
547.2,189.55,188.17,188.78,189.89,187.57,186.96,184.76,187.27,182.41,184.63,183.81,186.24,191.5,194.09,201.31,,,
548.2,189.49,188.01,188.71,189.84,187.54,186.96,184.77,187.16,182.29,184.41,183.77,186.27,191.58,194.12,201.28,,,
549.2,189.43,187.84,188.64,189.78,187.51,186.94,184.77,187.06,182.21,184.18,183.75,186.28,191.62,194.15,201.24,,,
550.2,189.38,187.67,188.56,189.7,187.47,186.89,184.72,186.98,182.15,183.96,183.73,186.27,191.64,194.18,201.19,,,
551.2,189.33,187.5,188.47,189.6,187.42,186.81,184.65,186.93,182.1,183.75,183.72,186.26,191.64,194.2,201.14,,,
552.2,189.27,187.34,188.38,189.5,187.33,186.72,184.55,186.9,182.03,183.55,183.71,186.24,191.61,194.22,201.08,,,
553.2,189.22,187.21,188.31,189.41,187.21,186.62,184.42,186.88,181.92,183.34,183.71,186.21,191.57,194.24,201.02,,,
554.2,189.18,187.09,188.29,189.34,187.07,186.5,184.28,186.85,181.79,183.11,183.71,186.17,191.5,194.27,200.95,,,
555.2,189.14,186.99,188.33,189.29,186.95,186.36,184.11,186.81,181.66,182.89,183.71,186.12,191.41,194.28,200.87,,,
556.1,189.1,186.9,188.4,189.23,186.87,186.2,183.95,186.74,181.54,182.66,183.71,186.07,191.3,194.28,200.78,,,
557.1,189.06,186.82,188.49,189.18,186.82,186,183.76,186.63,181.45,182.44,183.7,186.02,191.18,194.26,200.68,,,
558.1,189.01,186.76,188.58,189.11,186.78,185.76,183.53,186.51,181.38,182.23,183.69,185.96,191.06,194.23,200.6,,,
559.1,188.96,186.73,188.68,189.05,186.76,185.49,183.27,186.36,181.3,182.04,183.66,185.91,190.94,194.2,200.55,,,
560.1,188.9,186.74,188.77,188.98,186.72,185.2,182.99,186.21,181.21,181.85,183.63,185.87,190.84,194.17,200.52,,,
561.1,188.85,186.75,188.83,188.93,186.66,184.88,182.75,186.03,181.1,181.67,183.6,185.83,190.74,194.15,200.49,,,
562.1,188.79,186.77,188.87,188.88,186.59,184.52,182.55,185.85,180.96,181.5,183.58,185.81,190.65,194.11,200.47,,,
563.1,188.73,186.79,188.87,188.82,186.52,184.12,182.41,185.66,180.84,181.32,183.55,185.8,190.59,194.03,200.45,,,
564.1,188.67,186.79,188.84,188.74,186.47,183.69,182.32,185.45,180.74,181.15,183.52,185.81,190.55,193.91,200.43,,,
565.1,188.6,186.79,188.77,188.64,186.43,183.24,182.25,185.24,180.67,180.99,183.48,185.83,190.56,193.75,200.42,,,
566,188.53,186.78,188.64,188.51,186.38,182.77,182.16,185.04,180.62,180.83,183.44,185.87,190.59,193.59,200.43,,,
567,188.45,186.77,188.44,188.37,186.29,182.31,182.05,184.88,180.56,180.68,183.4,185.9,190.63,193.45,200.45,,,
568,188.37,186.75,188.19,188.23,186.16,181.88,181.93,184.76,180.48,180.53,183.36,185.95,190.69,193.33,200.48,,,
569,188.29,186.71,187.88,188.1,185.99,181.49,181.84,184.7,180.38,180.38,183.33,185.99,190.75,193.23,200.5,,,
570,188.22,186.65,187.53,187.97,185.81,181.13,181.8,184.67,180.27,180.24,183.3,186.05,190.82,193.11,200.51,,,
571,188.15,186.56,187.17,187.84,185.62,180.81,181.81,184.67,180.18,180.1,183.28,186.12,190.9,192.98,200.51,,,
572,188.07,186.46,186.84,187.71,185.45,180.51,181.84,184.66,180.11,179.97,183.25,186.21,190.97,192.84,200.51,,,
573,188,186.37,186.54,187.57,185.29,180.24,181.86,184.66,180.06,179.84,183.22,186.29,191.04,192.71,200.52,,,
574,187.92,186.29,186.27,187.44,185.14,180,181.84,184.68,180.02,179.73,183.19,186.38,191.08,192.61,200.53,,,
575,187.84,186.22,186.02,187.32,184.97,179.79,181.79,184.7,179.96,179.64,183.15,186.49,191.1,192.56,200.55,,,
575.9,187.76,186.16,185.79,187.21,184.78,179.62,181.73,184.74,179.88,179.57,183.09,186.62,191.08,192.55,200.57,,,
576.9,187.69,186.1,185.6,187.12,184.57,179.49,181.68,184.79,179.79,179.49,183.01,186.76,191.04,192.55,200.58,,,
577.9,187.62,186.04,185.5,187.03,184.37,179.39,181.67,184.82,179.7,179.41,182.92,186.91,190.99,192.53,200.58,,,
578.9,187.56,185.97,185.47,186.95,184.2,179.31,181.69,184.83,179.62,179.33,182.83,187.08,190.94,192.49,200.59,,,
579.9,187.5,185.92,185.52,186.87,184.07,179.24,181.73,184.82,179.55,179.25,182.73,187.26,190.89,192.44,200.6,,,
580.9,187.43,185.87,185.6,186.78,183.97,179.17,181.75,184.79,179.5,179.17,182.62,187.45,190.83,192.39,200.61,,,
581.9,187.37,185.83,185.68,186.69,183.87,179.13,181.75,184.74,179.44,179.07,182.51,187.64,190.77,192.36,200.63,,,
